match_id,home_team,away_team,home_score,away_score,match_date,eu_home_odds,eu_draw_odds,eu_away_odds,eu_bookmaker,ou_line,ou_over_odds,ou_under_odds,ou_expected_goals,ou_bookmaker,ah_handicap,ah_home_odds,ah_away_odds,ah_bookmaker
1,AFC Bournemouth,Leeds United FC,2,2,2026-04-22T19:00:00,2.64,4.12,3.04,Calculated-V2,3.5,1.55,3.28,3.5,Calculated-V2,-1.25,2.01,1.89,Calculated-V2
